ENSG00000000003	TSPAN6
ENSG00000135723	FHOD1
ENSG00000135736	CCDC102A
ENSG00000135740	SLC9A5
ENSG00000135749	PCNX2
ENSG00000135750	KCNK1
ENSG00000135763	URB2
ENSG00000135766	EGLN1
ENSG00000135775	COG2
ENSG00000135776	ABCB10
ENSG00000135778	NTPCR
ENSG00000135801	TAF5L
ENSG00000135821	GLUL
ENSG00000135823	STX6
ENSG00000135824	RGS8
ENSG00000135828	RNASEL
ENSG00000135829	DHX9
ENSG00000135835	KIAA1614
ENSG00000135837	CEP350
ENSG00000135838	NPL
ENSG00000135842	FAM129A
ENSG00000135845	PIGC
ENSG00000135862	LAMC1
ENSG00000135870	RC3H1
ENSG00000135898	GPR55
ENSG00000135899	SP110
ENSG00000135900	MRPL44
ENSG00000135905	DOCK10
ENSG00000135912	TTLL4
ENSG00000135913	USP37
ENSG00000135916	ITM2C
ENSG00000135919	SERPINE2
ENSG00000135924	DNAJB2
ENSG00000135926	TMBIM1
ENSG00000135929	CYP27A1
ENSG00000135930	EIF4E2
ENSG00000135931	ARMC9
ENSG00000135932	CAB39
ENSG00000135940	COX5B
ENSG00000135945	REV1
ENSG00000135951	TSGA10
ENSG00000135953	MFSD9
ENSG00000135956	TMEM127
ENSG00000135960	EDAR
ENSG00000135966	TGFBRAP1
ENSG00000135968	GCC2
ENSG00000135972	MRPS9
ENSG00000135974	C2orf49
ENSG00000135976	ANKRD36
ENSG00000135999	EPC2
ENSG00000136002	ARHGEF4
ENSG00000136003	ISCU
ENSG00000136010	ALDH1L2
ENSG00000136014	USP44
ENSG00000136021	SCYL2
ENSG00000136026	CKAP4
ENSG00000136040	PLXNC1
ENSG00000136044	APPL2
ENSG00000136045	PWP1
ENSG00000136048	DRAM1
ENSG00000136051	WASHC4
ENSG00000136052	SLC41A2
ENSG00000136059	VILL
ENSG00000136068	FLNB
ENSG00000136098	NEK3
ENSG00000136099	PCDH8
ENSG00000136100	VPS36
ENSG00000136104	RNASEH2B
ENSG00000136108	CKAP2
ENSG00000136111	TBC1D4
ENSG00000136122	BORA
ENSG00000136141	LRCH1
ENSG00000136143	SUCLA2
ENSG00000136144	RCBTB1
ENSG00000136146	MED4
ENSG00000136147	PHF11
ENSG00000136149	RPL13AP25
ENSG00000136152	COG3
ENSG00000136153	LMO7
ENSG00000136156	ITM2B
ENSG00000136158	SPRY2
ENSG00000136159	NUDT15
ENSG00000136160	EDNRB
ENSG00000136161	RCBTB2
ENSG00000136167	LCP1
ENSG00000136169	SETDB2
ENSG00000136193	SCRN1
ENSG00000136197	C7orf25
ENSG00000136205	TNS3
ENSG00000136206	SPDYE1
ENSG00000136213	CHST12
ENSG00000136231	IGF2BP3
ENSG00000136235	GPNMB
ENSG00000136237	RAPGEF5
ENSG00000136238	RAC1
ENSG00000136240	KDELR2
ENSG00000136243	NUPL2
ENSG00000136244	IL6
ENSG00000136247	ZDHHC4
ENSG00000136250	AOAH
ENSG00000136261	BZW2
ENSG00000136267	DGKB
ENSG00000136270	TBRG4
ENSG00000136271	DDX56
ENSG00000136273	HUS1
ENSG00000136274	NACAD
ENSG00000136279	DBNL
ENSG00000136280	CCM2
ENSG00000136286	MYO1G
ENSG00000136295	TTYH3
ENSG00000136305	CIDEB
ENSG00000136315	AL355922.1
ENSG00000136319	TTC5
ENSG00000136367	ZFHX2
ENSG00000136371	MTHFS
ENSG00000136379	ABHD17C
ENSG00000136381	IREB2
ENSG00000136383	ALPK3
ENSG00000136404	TM6SF1
ENSG00000136425	CIB2
ENSG00000136436	CALCOCO2
ENSG00000136444	RSAD1
ENSG00000136448	NMT1
ENSG00000136449	MYCBPAP
ENSG00000136450	SRSF1
ENSG00000136451	VEZF1
ENSG00000136463	TACO1
ENSG00000136478	TEX2
ENSG00000136485	DCAF7
ENSG00000136490	LIMD2
ENSG00000136492	BRIP1
ENSG00000136504	KAT7
ENSG00000136514	RTP4
ENSG00000136518	ACTL6A
ENSG00000136521	NDUFB5
ENSG00000136522	MRPL47
ENSG00000136527	TRA2B
ENSG00000136535	TBR1
ENSG00000136536	MARCH7
ENSG00000136541	ERMN
ENSG00000136560	TANK
ENSG00000136573	BLK
ENSG00000136603	SKIL
ENSG00000136628	EPRS
ENSG00000136630	HLX
ENSG00000136631	VPS45
ENSG00000136634	IL10
ENSG00000136636	KCTD3
ENSG00000136643	RPS6KC1
ENSG00000136682	CBWD2
ENSG00000136689	IL1RN
ENSG00000136694	IL36A
ENSG00000136699	SMPD4
ENSG00000136709	WDR33
ENSG00000136710	CCDC115
ENSG00000136715	SAP130
ENSG00000136717	BIN1
ENSG00000136718	IMP4
ENSG00000136720	HS6ST1
ENSG00000136731	UGGT1
ENSG00000136732	GYPC
ENSG00000136738	STAM
ENSG00000136754	ABI1
ENSG00000136758	YME1L1
ENSG00000136770	DNAJC1
ENSG00000136783	NIPSNAP3A
ENSG00000136802	LRRC8A
ENSG00000136807	CDK9
ENSG00000136810	TXN
ENSG00000136811	ODF2
ENSG00000136813	ECPAS
ENSG00000136816	TOR1B
ENSG00000136819	C9orf78
ENSG00000136824	SMC2
ENSG00000136826	KLF4
ENSG00000136827	TOR1A
ENSG00000136828	RALGPS1
ENSG00000136830	FAM129B
ENSG00000136840	ST6GALNAC4
ENSG00000136842	TMOD1
ENSG00000136848	DAB2IP
ENSG00000136854	STXBP1
ENSG00000136856	SLC2A8
ENSG00000136859	ANGPTL2
ENSG00000136861	CDK5RAP2
ENSG00000136866	ZFP37
ENSG00000136867	SLC31A2
ENSG00000136868	SLC31A1
ENSG00000136869	TLR4
ENSG00000136870	ZNF189
ENSG00000136872	ALDOB
ENSG00000136874	STX17
ENSG00000136875	PRPF4
ENSG00000136877	FPGS
ENSG00000136878	USP20
ENSG00000136888	ATP6V1G1
ENSG00000136891	TEX10
ENSG00000136895	GARNL3
ENSG00000136897	MRPL50
ENSG00000136908	DPM2
ENSG00000136918	WDR38
ENSG00000136925	TSTD2
ENSG00000136929	HEMGN
ENSG00000136930	PSMB7
ENSG00000136932	TRMO
ENSG00000136933	RABEPK
ENSG00000136935	GOLGA1
ENSG00000136936	XPA
ENSG00000136937	NCBP1
ENSG00000136938	ANP32B
ENSG00000136940	PDCL
ENSG00000136942	RPL35
ENSG00000136943	CTSV
ENSG00000136950	ARPC5L
ENSG00000136960	ENPP2
ENSG00000136982	DSCC1
ENSG00000136986	DERL1
ENSG00000136997	MYC
ENSG00000136999	NOV
ENSG00000137038	DMAC1
ENSG00000137040	RANBP6
ENSG00000137054	POLR1E
ENSG00000137055	PLAA
ENSG00000137070	IL11RA
ENSG00000137073	UBAP2
ENSG00000137074	APTX
ENSG00000137075	RNF38
ENSG00000137076	TLN1
ENSG00000137078	SIT1
ENSG00000137090	DMRT1
ENSG00000137094	DNAJB5
ENSG00000137098	SPAG8
ENSG00000137100	DCTN3
ENSG00000137101	CD72
ENSG00000137103	TMEM8B
ENSG00000137106	GRHPR
ENSG00000137124	ALDH1B1
ENSG00000137133	HINT2
ENSG00000137135	ARHGEF39
ENSG00000137145	DENND4C
ENSG00000137154	RPS6
ENSG00000137161	CNPY3
ENSG00000137166	FOXP4
ENSG00000137168	PPIL1
ENSG00000137171	KLC4
ENSG00000137177	KIF13A
ENSG00000137185	ZSCAN9
ENSG00000137193	PIM1
ENSG00000137198	GMPR
ENSG00000137200	CMTR1
ENSG00000137203	TFAP2A
ENSG00000137207	YIPF3
ENSG00000137210	TMEM14B
ENSG00000137216	TMEM63B
ENSG00000137218	FRS3
ENSG00000137221	TJAP1
ENSG00000137225	CAPN11
ENSG00000137265	IRF4
ENSG00000137266	SLC22A23
ENSG00000137267	TUBB2A
ENSG00000137269	LRRC1
ENSG00000137270	GCM1
ENSG00000137274	BPHL
ENSG00000137275	RIPK1
ENSG00000137288	UQCC2
ENSG00000137309	HMGA1
ENSG00000137310	TCF19
ENSG00000137312	FLOT1
ENSG00000137331	IER3
ENSG00000137337	MDC1
ENSG00000137338	PGBD1
ENSG00000137343	ATAT1
ENSG00000137364	TPMT
ENSG00000137393	RNF144B
ENSG00000137404	NRM
ENSG00000137409	MTCH1
ENSG00000137411	VARS2
ENSG00000137413	TAF8
ENSG00000137414	FAM8A1
ENSG00000137434	C6orf52
ENSG00000137440	FGFBP1
ENSG00000137441	FGFBP2
ENSG00000137449	CPEB2
ENSG00000137460	FHDC1
ENSG00000137462	TLR2
ENSG00000137463	MGARP
ENSG00000137474	MYO7A
ENSG00000137478	FCHSD2
ENSG00000137486	ARRB1
ENSG00000137491	SLCO2B1
ENSG00000137492	THAP12
ENSG00000137494	ANKRD42
ENSG00000137496	IL18BP
ENSG00000137497	NUMA1
ENSG00000137500	CCDC90B
ENSG00000137501	SYTL2
ENSG00000137502	RAB30
ENSG00000137504	CREBZF
ENSG00000137507	LRRC32
ENSG00000137509	PRCP
ENSG00000137513	NARS2
ENSG00000137522	RNF121
ENSG00000137547	MRPL15
ENSG00000137558	PI15
ENSG00000137563	GGH
ENSG00000137571	SLCO5A1
ENSG00000137573	SULF1
ENSG00000137574	TGS1
ENSG00000137575	SDCBP
ENSG00000137601	NEK1
ENSG00000137628	DDX60
ENSG00000137642	SORL1
ENSG00000137656	BUD13
ENSG00000137672	TRPC6
ENSG00000137673	MMP7
ENSG00000137691	C11orf70
ENSG00000137692	DCUN1D5
ENSG00000137693	YAP1
ENSG00000137700	SLC37A4
ENSG00000137709	POU2F3
ENSG00000137710	RDX
ENSG00000137713	PPP2R1B
ENSG00000137714	FDX1
ENSG00000137720	C11orf1
ENSG00000137726	FXYD6
ENSG00000137727	ARHGAP20
ENSG00000137731	FXYD2
ENSG00000137747	TMPRSS13
ENSG00000137752	CASP1
ENSG00000137757	CASP5
ENSG00000137760	ALKBH8
ENSG00000137764	MAP2K5
ENSG00000137766	UNC13C
ENSG00000137767	SQOR
ENSG00000137770	CTDSPL2
ENSG00000137776	SLTM
ENSG00000137801	THBS1
ENSG00000137802	MAPKBP1
ENSG00000137804	NUSAP1
ENSG00000137806	NDUFAF1
ENSG00000137807	KIF23
ENSG00000137809	ITGA11
ENSG00000137812	KNL1
ENSG00000137814	HAUS2
ENSG00000137815	RTF1
ENSG00000137817	PARP6
ENSG00000137818	RPLP1
ENSG00000137819	PAQR5
ENSG00000137821	LRRC49
ENSG00000137822	TUBGCP4
ENSG00000137824	RMDN3
ENSG00000137825	ITPKA
ENSG00000137831	UACA
ENSG00000137834	SMAD6
ENSG00000137841	PLCB2
ENSG00000137842	TMEM62
ENSG00000137843	PAK6
ENSG00000137845	ADAM10
ENSG00000137857	DUOX1
ENSG00000137868	STRA6
ENSG00000137869	CYP19A1
ENSG00000137871	ZNF280D
ENSG00000137872	SEMA6D
ENSG00000137875	BCL2L10
ENSG00000137876	RSL24D1
ENSG00000137877	SPTBN5
ENSG00000137880	GCHFR
ENSG00000137936	BCAR3
ENSG00000137941	TTLL7
ENSG00000137942	FNBP1L
ENSG00000137944	KYAT3
ENSG00000137947	GTF2B
ENSG00000137948	BRDT
ENSG00000137955	RABGGTB
ENSG00000137959	IFI44L
ENSG00000137960	GIPC2
ENSG00000137962	ARHGAP29
ENSG00000137965	IFI44
ENSG00000137970	RPL7P9
ENSG00000137992	DBT
ENSG00000137996	RTCA
ENSG00000138002	IFT172
ENSG00000138018	SELENOI
ENSG00000138028	CGREF1
ENSG00000138029	HADHB
ENSG00000138030	KHK
ENSG00000138031	ADCY3
ENSG00000138032	PPM1B
ENSG00000138035	PNPT1
ENSG00000138036	DYNC2LI1
ENSG00000138050	THUMPD2
ENSG00000138061	CYP1B1
ENSG00000138068	SULT6B1
ENSG00000138069	RAB1A
ENSG00000138071	ACTR2
ENSG00000138073	PREB
ENSG00000138074	SLC5A6
ENSG00000138078	PREPL
ENSG00000138079	SLC3A1
ENSG00000138080	EMILIN1
ENSG00000138081	FBXO11
ENSG00000138085	ATRAID
ENSG00000138092	CENPO
ENSG00000138095	LRPPRC
ENSG00000138100	TRIM54
ENSG00000138101	DTNB
ENSG00000138107	ACTR1A
ENSG00000138109	CYP2C9
ENSG00000138111	MFSD13A
ENSG00000138119	MYOF
ENSG00000138131	LOXL4
ENSG00000138134	STAMBPL1
ENSG00000138135	CH25H
ENSG00000138136	LBX1
ENSG00000138138	ATAD1
ENSG00000138160	KIF11
ENSG00000138161	CUZD1
ENSG00000138162	TACC2
ENSG00000138166	DUSP5
ENSG00000138172	CALHM2
ENSG00000138175	ARL3
ENSG00000138180	CEP55
ENSG00000138182	KIF20B
ENSG00000138185	ENTPD1
ENSG00000138190	EXOC6
ENSG00000138207	RBP4
ENSG00000138231	DBR1
ENSG00000138246	DNAJC13
ENSG00000138271	GPR87
ENSG00000138279	ANXA7
ENSG00000138286	FAM149B1
ENSG00000138303	ASCC1
ENSG00000138311	ZNF365
ENSG00000138316	ADAMTS14
ENSG00000138326	RPS24
ENSG00000138336	TET1
ENSG00000138346	DNA2
ENSG00000138363	ATIC
ENSG00000138375	SMARCAL1
ENSG00000138376	BARD1
ENSG00000138378	STAT4
ENSG00000138380	CARF
ENSG00000138381	ASNSD1
ENSG00000138382	METTL5
ENSG00000138385	SSB
ENSG00000138386	NAB1
ENSG00000138398	PPIG
ENSG00000138399	FASTKD1
ENSG00000138400	MDH1B
ENSG00000138411	HECW2
ENSG00000138413	IDH1
ENSG00000138430	OLA1
ENSG00000138433	CIR1
ENSG00000138434	SSFA2
ENSG00000138439	FAM117B
ENSG00000138442	WDR12
ENSG00000138443	ABI2
ENSG00000138448	ITGAV
ENSG00000138449	SLC40A1
ENSG00000138459	SLC35A5
ENSG00000138463	DIRC2
ENSG00000138468	SENP7
ENSG00000138495	COX17
ENSG00000138496	PARP9
ENSG00000138587	MNS1
ENSG00000138592	USP8
ENSG00000138593	SECISBP2L
ENSG00000138594	TMOD3
ENSG00000138600	SPPL2A
ENSG00000138604	GLCE
ENSG00000138606	SHF
ENSG00000138613	APH1B
ENSG00000138614	INTS14
ENSG00000138617	PARP16
ENSG00000138621	PPCDC
ENSG00000138622	HCN4
ENSG00000138623	SEMA7A
ENSG00000138629	UBL7
ENSG00000138639	ARHGAP24
ENSG00000138640	FAM13A
ENSG00000138641	HERC3
ENSG00000138642	HERC6
ENSG00000138646	HERC5
ENSG00000138658	ZGRF1
ENSG00000138660	AP1AR
ENSG00000138663	COPS4
ENSG00000138668	HNRNPD
ENSG00000138670	RASGEF1B
ENSG00000138674	SEC31A
ENSG00000138678	GPAT3
ENSG00000138684	IL21
ENSG00000138685	FGF2
ENSG00000138686	BBS7
ENSG00000138688	KIAA1109
ENSG00000138696	BMPR1B
ENSG00000138698	RAP1GDS1
ENSG00000138709	LARP1B
ENSG00000138722	MMRN1
ENSG00000138735	PDE5A
ENSG00000138738	PRDM5
ENSG00000138741	TRPC3
ENSG00000138744	NAAA
ENSG00000138750	NUP54
ENSG00000138755	CXCL9
ENSG00000138756	BMP2K
ENSG00000138757	G3BP2
ENSG00000138758	SEPT11
ENSG00000138760	SCARB2
ENSG00000138764	CCNG2
ENSG00000138767	CNOT6L
ENSG00000138768	USO1
ENSG00000138769	CDKL2
ENSG00000138771	SHROOM3
ENSG00000138772	ANXA3
ENSG00000138777	PPA2
ENSG00000138778	CENPE
ENSG00000138780	GSTCD
ENSG00000138785	INTS12
ENSG00000138792	ENPEP
ENSG00000138794	CASP6
ENSG00000138795	LEF1
ENSG00000138796	HADH
ENSG00000138798	EGF
ENSG00000138801	PAPSS1
ENSG00000138802	SEC24B
ENSG00000138813	C4orf17
ENSG00000138814	PPP3CA
ENSG00000138821	SLC39A8
ENSG00000138823	MTTP
ENSG00000138829	FBN2
ENSG00000138834	MAPK8IP3
ENSG00000138835	RGS3
ENSG00000138867	GUCD1
ENSG00000138942	RNF185
ENSG00000138944	SHISAL1
ENSG00000138964	PARVG
ENSG00000139044	B4GALNT3
ENSG00000139053	PDE6H
ENSG00000139055	ERP27
ENSG00000139083	ETV6
ENSG00000139112	GABARAPL1
ENSG00000139116	KIF21A
ENSG00000139117	CPNE8
ENSG00000139131	YARS2
ENSG00000139132	FGD4
ENSG00000139133	ALG10
ENSG00000139146	SINHCAF
ENSG00000139154	AEBP2
ENSG00000139160	ETFBKMT
ENSG00000139163	ETNK1
ENSG00000139168	ZCRB1
ENSG00000139173	TMEM117
ENSG00000139174	PRICKLE1
ENSG00000139178	C1RL
ENSG00000139180	NDUFA9
ENSG00000139182	CLSTN3
ENSG00000139187	KLRG1
ENSG00000139190	VAMP1
ENSG00000139192	TAPBPL
ENSG00000139193	CD27
ENSG00000139194	RBP5
ENSG00000139197	PEX5
ENSG00000139200	PIANP
ENSG00000139211	AMIGO2
ENSG00000139218	SCAF11
ENSG00000139219	COL2A1
ENSG00000139223	ANP32D
ENSG00000139233	LLPH
ENSG00000139239	RPL14P1
ENSG00000139263	LRIG3
ENSG00000139266	MARCH9
ENSG00000139278	GLIPR1
ENSG00000139289	PHLDA1
ENSG00000139291	TMEM19
ENSG00000139304	PTPRQ
ENSG00000139318	DUSP6
ENSG00000139323	POC1B
ENSG00000139324	TMTC3
ENSG00000139329	LUM
ENSG00000139343	SNRPF
ENSG00000139344	AMDHD1
ENSG00000139350	NEDD1
ENSG00000139351	SYCP3
ENSG00000139354	GAS2L3
ENSG00000139364	TMEM132B
ENSG00000139370	SLC15A4
ENSG00000139372	TDG
ENSG00000139405	RITA1
ENSG00000139410	SDSL
ENSG00000139428	MMAB
ENSG00000139433	GLTP
ENSG00000139436	GIT2
ENSG00000139437	TCHP
ENSG00000139438	FAM222A
ENSG00000139445	FOXN4
ENSG00000139496	NUP58
ENSG00000139505	MTMR6
ENSG00000139508	SLC46A3
ENSG00000139514	SLC7A1
ENSG00000139517	LNX2
ENSG00000139531	SUOX
ENSG00000139537	CCDC65
ENSG00000139540	SLC39A5
ENSG00000139546	TARBP2
ENSG00000139547	RDH16
ENSG00000139567	ACVRL1
ENSG00000139572	GPR84
ENSG00000139579	NABP2
ENSG00000139597	N4BP2L1
ENSG00000139610	CELA1
ENSG00000139613	SMARCC2
ENSG00000139618	BRCA2
ENSG00000139620	KANSL2
ENSG00000139624	CERS5
ENSG00000139625	MAP3K12
ENSG00000139626	ITGB7
ENSG00000139629	GALNT6
ENSG00000139631	CSAD
ENSG00000139636	LMBR1L
ENSG00000139637	C12orf10
ENSG00000139641	ESYT1
ENSG00000139644	TMBIM6
ENSG00000139645	ANKRD52
ENSG00000139651	ZNF740
ENSG00000139668	WDFY2
ENSG00000139675	HNRNPA1L2
ENSG00000139679	LPAR6
ENSG00000139684	ESD
ENSG00000139687	RB1
ENSG00000139697	SBNO1
ENSG00000139714	MORN3
ENSG00000139718	SETD1B
ENSG00000139719	VPS33A
ENSG00000139722	VPS37B
ENSG00000139725	RHOF
ENSG00000139726	DENR
ENSG00000139734	DIAPH3
ENSG00000139737	SLAIN1
ENSG00000139746	RBM26
ENSG00000139780	METTL21C
ENSG00000139793	MBNL2
ENSG00000139826	ABHD13
ENSG00000139832	RAB20
ENSG00000139842	CUL4A
ENSG00000139880	CDH24
ENSG00000139890	REM2
ENSG00000139899	CBLN3
ENSG00000139908	TSSK4
ENSG00000139914	FITM1
ENSG00000139921	TMX1
ENSG00000139926	FRMD6
ENSG00000139946	PELI2
ENSG00000139970	RTN1
ENSG00000139971	C14orf37
ENSG00000139973	SYT16
ENSG00000139974	SLC38A6
ENSG00000139977	NAA30
ENSG00000139988	RDH12
ENSG00000139990	DCAF5
ENSG00000139998	RAB15
ENSG00000140006	WDR89
ENSG00000140009	ESR2
ENSG00000140015	KCNH5
ENSG00000140022	STON2
ENSG00000140025	EFCAB11
ENSG00000140030	GPR65
ENSG00000140043	PTGR2
ENSG00000140044	JDP2
ENSG00000140057	AK7
ENSG00000140090	SLC24A4
ENSG00000140092	FBLN5
ENSG00000140093	SERPINA10
ENSG00000140104	CLBA1
ENSG00000140105	WARS
ENSG00000140153	WDR20
ENSG00000140157	NIPA2
ENSG00000140199	SLC12A6
ENSG00000140259	MFAP1
ENSG00000140262	TCF12
ENSG00000140263	SORD
ENSG00000140264	SERF2
ENSG00000140265	ZSCAN29
ENSG00000140280	LYSMD2
ENSG00000140284	SLC27A2
ENSG00000140285	FGF7
ENSG00000140287	HDC
ENSG00000140299	BNIP2
ENSG00000140307	GTF2A2
ENSG00000140319	SRP14
ENSG00000140320	BAHD1
ENSG00000140323	DISP2
ENSG00000140326	CDAN1
ENSG00000140332	TLE3
ENSG00000140350	ANP32A
ENSG00000140365	COMMD4
ENSG00000140367	UBE2Q2
ENSG00000140368	PSTPIP1
ENSG00000140374	ETFA
ENSG00000140379	BCL2A1
ENSG00000140382	HMG20A
ENSG00000140386	SCAPER
ENSG00000140391	TSPAN3
ENSG00000140395	WDR61
ENSG00000140396	NCOA2
ENSG00000140398	NEIL1
ENSG00000140400	MAN2C1
ENSG00000140403	DNAJA4
ENSG00000140406	TLNRD1
ENSG00000140416	TPM1
ENSG00000140443	IGF1R
ENSG00000140450	ARRDC4
ENSG00000140451	PIF1
ENSG00000140455	USP3
ENSG00000140463	BBS4
ENSG00000140464	PML
ENSG00000140465	CYP1A1
ENSG00000140470	ADAMTS17
ENSG00000140471	LINS1
ENSG00000140474	ULK3
ENSG00000140479	PCSK6
ENSG00000140497	SCAMP2
ENSG00000140506	LMAN1L
ENSG00000140511	HAPLN3
ENSG00000140519	RHCG
ENSG00000140521	POLG
ENSG00000140522	RLBP1
ENSG00000140525	FANCI
ENSG00000140526	ABHD2
ENSG00000140534	TICRR
ENSG00000140538	NTRK3
ENSG00000140543	DET1
ENSG00000140545	MFGE8
ENSG00000140548	ZNF710
ENSG00000140553	UNC45A
ENSG00000140563	MCTP2
ENSG00000140564	FURIN
ENSG00000140575	IQGAP1
ENSG00000140577	CRTC3
ENSG00000140598	EFL1
ENSG00000140612	SEC11A
ENSG00000140623	SEPT12
ENSG00000140632	GLYR1
ENSG00000140650	PMM2
ENSG00000140675	SLC5A2
ENSG00000140678	ITGAX
ENSG00000140682	TGFB1I1
ENSG00000140688	C16orf58
ENSG00000140691	ARMC5
ENSG00000140694	PARN
ENSG00000140718	FTO
ENSG00000140740	UQCRC2
ENSG00000140743	CDR2
ENSG00000140749	IGSF6
ENSG00000140750	ARHGAP17
ENSG00000140798	ABCC12
ENSG00000140807	NKD1
ENSG00000140829	DHX38
ENSG00000140830	TXNL4B
ENSG00000140832	MARVELD3
ENSG00000140836	ZFHX3
ENSG00000140839	CLEC18B
ENSG00000140848	CPNE2
ENSG00000140853	NLRC5
ENSG00000140854	KATNB1
ENSG00000140859	KIFC3
ENSG00000140873	ADAMTS18
ENSG00000140876	NUDT7
ENSG00000140905	GCSH
ENSG00000140931	CMTM3
ENSG00000140932	CMTM2
ENSG00000140937	CDH11
ENSG00000140939	NOL3
ENSG00000140941	MAP1LC3B
ENSG00000140943	MBTPS1
ENSG00000140945	CDH13
ENSG00000140948	ZCCHC14
ENSG00000140950	TLDC1
ENSG00000140961	OSGIN1
ENSG00000140968	IRF8
ENSG00000140983	RHOT2
ENSG00000140986	RPL3L
ENSG00000140987	ZSCAN32
ENSG00000140988	RPS2
ENSG00000140990	NDUFB10
ENSG00000140992	PDPK1
ENSG00000140993	TIGD7
ENSG00000140995	DEF8
ENSG00000141002	TCF25
ENSG00000141012	GALNS
ENSG00000141013	GAS8
ENSG00000141026	MED9
ENSG00000141027	NCOR1
ENSG00000141030	COPS3
ENSG00000141034	GID4
ENSG00000141040	ZNF287
ENSG00000141068	KSR1
ENSG00000141076	UTP4
ENSG00000141084	RANBP10
ENSG00000141086	CTRL
ENSG00000141096	DPEP3
ENSG00000141098	GFOD2
ENSG00000141101	NOB1
ENSG00000141127	PRPSAP2
ENSG00000141161	UNC45B
ENSG00000141179	PCTP
ENSG00000141194	OR4D1
ENSG00000141198	TOM1L1
ENSG00000141219	C17orf80
ENSG00000141232	TOB1
ENSG00000141252	VPS53
ENSG00000141258	SGSM2
ENSG00000141279	NPEPPS
ENSG00000141293	SKAP1
ENSG00000141294	LRRC46
ENSG00000141295	SCRN2
ENSG00000141298	SSH2
ENSG00000141314	RHBDL3
ENSG00000141337	ARSG
ENSG00000141338	ABCA8
ENSG00000141349	G6PC3
ENSG00000141367	CLTC
ENSG00000141371	C17orf64
ENSG00000141376	BCAS3
ENSG00000141378	PTRH2
ENSG00000141380	SS18
ENSG00000141384	TAF4B
ENSG00000141385	AFG3L2
ENSG00000141391	PRELID3A
ENSG00000141401	IMPA2
ENSG00000141404	GNAL
ENSG00000141424	SLC39A6
ENSG00000141425	RPRD1A
ENSG00000141428	C18orf21
ENSG00000141429	GALNT1
ENSG00000141431	ASXL3
ENSG00000141433	ADCYAP1
ENSG00000141434	MEP1B
ENSG00000141441	GAREM1
ENSG00000141446	ESCO1
ENSG00000141447	OSBPL1A
ENSG00000141448	GATA6
ENSG00000141449	GREB1L
ENSG00000141452	RMC1
ENSG00000141456	PELP1
ENSG00000141458	NPC1
ENSG00000141469	SLC14A1
ENSG00000141480	ARRB2
ENSG00000141485	SLC13A5
ENSG00000141497	ZMYND15
ENSG00000141499	WRAP53
ENSG00000141503	MINK1
ENSG00000141504	SAT2
ENSG00000141505	ASGR1
ENSG00000141506	PIK3R5
ENSG00000141510	TP53
ENSG00000141519	CCDC40
ENSG00000141522	ARHGDIA
ENSG00000141524	TMC6
ENSG00000141526	SLC16A3
ENSG00000141527	CARD14
ENSG00000141540	TTYH2
ENSG00000141542	RAB40B
ENSG00000141543	EIF4A3
ENSG00000141551	CSNK1D
ENSG00000141552	ANAPC11
ENSG00000141556	TBCD
ENSG00000141560	FN3KRP
ENSG00000141562	NARF
ENSG00000141564	RPTOR
ENSG00000141568	FOXK2
ENSG00000141569	TRIM65
ENSG00000141570	CBX8
ENSG00000141574	SECTM1
ENSG00000141576	RNF157
ENSG00000141577	CEP131
ENSG00000141580	WDR45B
ENSG00000141582	CBX4
ENSG00000141622	RNF165
ENSG00000141627	DYM
ENSG00000141642	ELAC1
ENSG00000141644	MBD1
ENSG00000141646	SMAD4
ENSG00000141655	TNFRSF11A
ENSG00000141664	ZCCHC2
ENSG00000141665	FBXO15
ENSG00000141682	PMAIP1
ENSG00000141696	P3H4
ENSG00000141698	NT5C3B
ENSG00000141699	RETREG3
ENSG00000141736	ERBB2
ENSG00000141738	GRB7
ENSG00000141741	MIEN1
ENSG00000141748	ARL5C
ENSG00000141750	STAC2
ENSG00000141753	IGFBP4
ENSG00000141756	FKBP10
ENSG00000141759	TXNL4A
ENSG00000141837	CACNA1A
ENSG00000141854	MISP3
ENSG00000141858	SAMD1
ENSG00000141867	BRD4
ENSG00000141873	SLC39A3
ENSG00000141905	NFIC
ENSG00000141933	TPGS1
ENSG00000141934	PLPP2
ENSG00000141956	PRDM15
ENSG00000141959	PFKL
ENSG00000141965	FEM1A
ENSG00000141968	VAV1
ENSG00000141971	MVB12A
ENSG00000141977	CIB3
ENSG00000141985	SH3GL1
ENSG00000141994	DUS3L
ENSG00000142002	DPP9
ENSG00000142025	DMRTC2
ENSG00000142039	CCDC97
ENSG00000142046	TMEM91
ENSG00000142065	ZFP14
ENSG00000142082	SIRT3
ENSG00000142089	IFITM3
ENSG00000142102	PGGHG
ENSG00000142156	COL6A1
ENSG00000142166	IFNAR1
ENSG00000142168	SOD1
ENSG00000142173	COL6A2
ENSG00000142185	TRPM2
ENSG00000142186	SCYL1
ENSG00000142188	TMEM50B
ENSG00000142192	APP
ENSG00000142197	DOPEY2
ENSG00000142207	URB1
ENSG00000142208	AKT1
ENSG00000142224	IL19
ENSG00000142227	EMP3
ENSG00000142230	SAE1
ENSG00000142233	NTN5
ENSG00000142235	LMTK3
ENSG00000142252	GEMIN7
ENSG00000142303	ADAMTS10
ENSG00000142319	SLC6A3
ENSG00000142327	RNPEPL1
